adm_cd(행정경계파일 동이름),대선 득표 데이터 동이름
부산광역시 동구 수정4동,부산광역시 동구 수정제4동
부산광역시 동구 수정5동,부산광역시 동구 수정제5동
부산광역시 동구 좌천동,부산광역시 동구 좌천동
부산광역시 동구 범일1동,부산광역시 동구 범일제1동
부산광역시 동구 범일2동,부산광역시 동구 범일제2동
부산광역시 동구 범일5동,부산광역시 동구 범일제5동
부산광역시 영도구 남항동,부산광역시 영도구 남항동
부산광역시 영도구 영선1동,부산광역시 영도구 영선제1동
부산광역시 영도구 영선2동,부산광역시 영도구 영선제2동
부산광역시 영도구 신선동,부산광역시 영도구 신선동
부산광역시 영도구 봉래1동,부산광역시 영도구 봉래제1동
부산광역시 영도구 봉래2동,부산광역시 영도구 봉래제2동
부산광역시 영도구 청학1동,부산광역시 영도구 청학제1동
부산광역시 영도구 청학2동,부산광역시 영도구 청학제2동
부산광역시 영도구 동삼1동,부산광역시 영도구 동삼제1동
부산광역시 영도구 동삼2동,부산광역시 영도구 동삼제2동
부산광역시 영도구 동삼3동,부산광역시 영도구 동삼제3동
부산광역시 부산진구 부전1동,부산광역시 부산진구 부전제1동
부산광역시 부산진구 부전2동,부산광역시 부산진구 부전제2동
부산광역시 부산진구 연지동,부산광역시 부산진구 연지동
부산광역시 부산진구 초읍동,부산광역시 부산진구 초읍동
부산광역시 부산진구 양정1동,부산광역시 부산진구 양정제1동
부산광역시 부산진구 양정2동,부산광역시 부산진구 양정제2동
부산광역시 부산진구 전포1동,부산광역시 부산진구 전포제1동
부산광역시 부산진구 전포2동,부산광역시 부산진구 전포제2동
부산광역시 부산진구 부암1동,부산광역시 부산진구 부암제1동
부산광역시 부산진구 부암3동,부산광역시 부산진구 부암제3동
부산광역시 부산진구 당감1동,부산광역시 부산진구 당감제1동
부산광역시 부산진구 당감2동,부산광역시 부산진구 당감제2동
부산광역시 부산진구 당감4동,부산광역시 부산진구 당감제4동
부산광역시 부산진구 가야제1동,부산광역시 부산진구 가야제1동
부산광역시 부산진구 가야2동,부산광역시 부산진구 가야제2동
부산광역시 부산진구 개금1동,부산광역시 부산진구 개금제1동
부산광역시 부산진구 개금2동,부산광역시 부산진구 개금제2동
부산광역시 부산진구 개금3동,부산광역시 부산진구 개금제3동
부산광역시 부산진구 범천1동,부산광역시 부산진구 범천제1동
부산광역시 부산진구 범천2동,부산광역시 부산진구 범천제2동
부산광역시 동래구 수민동,부산광역시 동래구 수민동
부산광역시 동래구 복산동,부산광역시 동래구 복산동
부산광역시 동래구 명륜동,부산광역시 동래구 명륜동
부산광역시 동래구 온천1동,부산광역시 동래구 온천제1동
부산광역시 동래구 온천2동,부산광역시 동래구 온천제2동
부산광역시 동래구 온천3동,부산광역시 동래구 온천제3동
부산광역시 동래구 사직1동,부산광역시 동래구 사직제1동
부산광역시 동래구 사직2동,부산광역시 동래구 사직제2동
부산광역시 동래구 사직3동,부산광역시 동래구 사직제3동
부산광역시 동래구 안락1동,부산광역시 동래구 안락제1동
부산광역시 동래구 안락2동,부산광역시 동래구 안락제2동
부산광역시 동래구 명장1동,부산광역시 동래구 명장제1동
부산광역시 동래구 명장2동,부산광역시 동래구 명장제2동
부산광역시 남구 대연1동,부산광역시 남구 대연제1동
부산광역시 남구 대연3동,부산광역시 남구 대연제3동
부산광역시 남구 대연4동,부산광역시 남구 대연제4동
부산광역시 남구 대연5동,부산광역시 남구 대연제5동
부산광역시 남구 대연6동,부산광역시 남구 대연제6동
부산광역시 남구 용호1동,부산광역시 남구 용호제1동
부산광역시 남구 용호2동,부산광역시 남구 용호제2동
부산광역시 남구 용호3동,부산광역시 남구 용호제3동
부산광역시 남구 용호4동,부산광역시 남구 용호제4동
부산광역시 남구 용당동,부산광역시 남구 용당동
부산광역시 남구 감만1동,부산광역시 남구 감만제1동
부산광역시 남구 감만2동,부산광역시 남구 감만제2동
부산광역시 남구 문현1동,부산광역시 남구 문현제1동
부산광역시 남구 문현2동,부산광역시 남구 문현제2동
부산광역시 남구 문현3동,부산광역시 남구 문현제3동
부산광역시 남구 문현4동,부산광역시 남구 문현제4동
부산광역시 남구 우암동,부산광역시 남구 우암동
부산광역시 북구 구포1동,부산광역시 북구 구포제1동
부산광역시 북구 구포2동,부산광역시 북구 구포제2동
부산광역시 북구 구포3동,부산광역시 북구 구포제3동
부산광역시 북구 덕천1동,부산광역시 북구 덕천제1동
부산광역시 북구 덕천2동,부산광역시 북구 덕천제2동
부산광역시 북구 덕천3동,부산광역시 북구 덕천제3동
부산광역시 북구 만덕1동,부산광역시 북구 만덕제1동
부산광역시 북구 만덕2동,부산광역시 북구 만덕제2동
부산광역시 북구 만덕3동,부산광역시 북구 만덕제3동
부산광역시 북구 금곡동,부산광역시 북구 금곡동
부산광역시 북구 화명1동,부산광역시 북구 화명제1동
부산광역시 북구 화명2동,부산광역시 북구 화명제2동
부산광역시 북구 화명3동,부산광역시 북구 화명제3동
부산광역시 해운대구 우1동,부산광역시 해운대구 우제1동
부산광역시 해운대구 우2동,부산광역시 해운대구 우제2동
부산광역시 해운대구 중1동,부산광역시 해운대구 중제1동
부산광역시 해운대구 중2동,부산광역시 해운대구 중제2동
부산광역시 해운대구 좌1동,부산광역시 해운대구 좌제1동
부산광역시 해운대구 좌2동,부산광역시 해운대구 좌제2동
부산광역시 해운대구 좌3동,부산광역시 해운대구 좌제3동
부산광역시 해운대구 좌4동,부산광역시 해운대구 좌제4동
부산광역시 해운대구 송정동,부산광역시 해운대구 송정동
부산광역시 해운대구 반여1동,부산광역시 해운대구 반여제1동
부산광역시 해운대구 반여2동,부산광역시 해운대구 반여제2동
부산광역시 해운대구 반여3동,부산광역시 해운대구 반여제3동
부산광역시 해운대구 반여4동,부산광역시 해운대구 반여제4동
부산광역시 해운대구 반송1동,부산광역시 해운대구 반송제1동
부산광역시 해운대구 반송2동,부산광역시 해운대구 반송제2동
부산광역시 해운대구 재송1동,부산광역시 해운대구 재송제1동
부산광역시 해운대구 재송2동,부산광역시 해운대구 재송제2동
부산광역시 해운대구 우3동,부산광역시 해운대구 우제3동
부산광역시 기장군 기장읍,부산광역시 기장군 기장읍
부산광역시 기장군 장안읍,부산광역시 기장군 장안읍
부산광역시 기장군 일광면,부산광역시 기장군 일광면
부산광역시 기장군 정관읍,부산광역시 기장군 정관읍
부산광역시 기장군 철마면,부산광역시 기장군 철마면
부산광역시 사하구 괴정1동,부산광역시 사하구 괴정제1동
부산광역시 사하구 괴정2동,부산광역시 사하구 괴정제2동
부산광역시 사하구 괴정3동,부산광역시 사하구 괴정제3동
부산광역시 사하구 괴정4동,부산광역시 사하구 괴정제4동
부산광역시 사하구 당리동,부산광역시 사하구 당리동
부산광역시 사하구 하단1동,부산광역시 사하구 하단제1동
부산광역시 사하구 하단2동,부산광역시 사하구 하단제2동
부산광역시 사하구 신평1동,부산광역시 사하구 신평제1동
부산광역시 사하구 신평2동,부산광역시 사하구 신평제2동
부산광역시 사하구 장림1동,부산광역시 사하구 장림제1동
부산광역시 사하구 장림2동,부산광역시 사하구 장림제2동
부산광역시 사하구 다대1동,부산광역시 사하구 다대제1동
부산광역시 사하구 다대2동,부산광역시 사하구 다대제2동
부산광역시 사하구 구평동,부산광역시 사하구 구평동
부산광역시 사하구 감천1동,부산광역시 사하구 감천제1동
부산광역시 사하구 감천2동,부산광역시 사하구 감천제2동
부산광역시 금정구 서1동,부산광역시 금정구 서제1동
부산광역시 금정구 서2동,부산광역시 금정구 서제2동
부산광역시 금정구 서3동,부산광역시 금정구 서제3동
부산광역시 금정구 금사동,부산광역시 금정구 금사동
부산광역시 금정구 부곡1동,부산광역시 금정구 부곡제1동
부산광역시 금정구 부곡2동,부산광역시 금정구 부곡제2동
부산광역시 금정구 부곡3동,부산광역시 금정구 부곡제3동
부산광역시 금정구 부곡4동,부산광역시 금정구 부곡제4동
부산광역시 금정구 장전1동,부산광역시 금정구 장전제1동
부산광역시 금정구 장전2동,부산광역시 금정구 장전제2동
부산광역시 금정구 장전3동,부산광역시 금정구 장전제3동
부산광역시 금정구 선두구동,부산광역시 금정구 선두구동
부산광역시 금정구 청룡노포동,부산광역시 금정구 청룡노포동
부산광역시 금정구 남산동,부산광역시 금정구 남산동
부산광역시 금정구 구서1동,부산광역시 금정구 구서제1동
부산광역시 금정구 구서2동,부산광역시 금정구 구서제2동
부산광역시 금정구 금성동,부산광역시 금정구 금성동
부산광역시 강서구 대저1동,부산광역시 강서구 대저1동
부산광역시 강서구 대저2동,부산광역시 강서구 대저2동
부산광역시 강서구 강동동,부산광역시 강서구 강동동
부산광역시 강서구 명지동,부산광역시 강서구 명지동
부산광역시 강서구 가락동,부산광역시 강서구 가락동
부산광역시 강서구 녹산동,부산광역시 강서구 녹산동
부산광역시 강서구 가덕도동,부산광역시 강서구 가덕도동
부산광역시 연제구 거제1동,부산광역시 연제구 거제제1동
